,str_id,src,dst,road,direction,dist
880,1050000500,신설동역,용두동사거리,왕산로,하행,685
881,1050000600,경동시장,제기동역,왕산로,상행,302
882,1050000700,제기동역,경동시장,왕산로,하행,302
883,1050000800,제기동역,용두동사거리,왕산로,상행,399
884,1050000900,용두동사거리,제기동역,왕산로,하행,395
885,1050001000,성바오로병원,경동시장,왕산로,상행,393
886,1050001100,경동시장,성바오로병원,왕산로,하행,396
887,1050001200,청량리역,성바오로병원,왕산로,상행,256
888,1050001300,성바오로병원,청량리역,왕산로,하행,256
889,1050001400,동대문세무서,청량리역,왕산로,상행,354
890,1050001500,청량리역,동대문세무서,왕산로,하행,356
891,1050001600,떡전교사거리,동대문세무서,왕산로,상행,468
892,1050001700,동대문세무서,떡전교사거리,왕산로,하행,471
893,1050001800,월곡램프(내부순환로),마장램프(내부순환로),내부순환로,상행,2386
894,1050001900,마장램프(내부순환로),월곡램프(내부순환로),내부순환로,하행,2384
895,1050002000,시조사삼거리,떡전교사거리,왕산로,상행,350
896,1050002100,떡전교사거리,시조사삼거리,왕산로,하행,349
897,1050002400,삼육서울병원앞,시조사삼거리,망우로,상행,927
898,1050002500,시조사삼거리,삼육서울병원앞,망우로,하행,953
899,1050002600,중랑교,삼육서울병원앞,망우로,상행,351
900,1050002700,삼육서울병원앞,중랑교,망우로,하행,351
901,1050002800,중랑교서측,중랑교,망우로,상행,233
902,1050002900,중랑교,중랑교서측,망우로,하행,233
903,1050003000,중랑교서측,중랑교동측,망우로,하행,125
904,1050003100,중랑교동측,중랑교서측,망우로,상행,125
905,1050003200,종암JC,월곡램프(내부순환로),내부순환로,상행,996
906,1050003300,월곡램프(내부순환로),종암JC,내부순환로,하행,1014
907,1050003600,월릉교서측,동부간선도로-일반국도6호선램프,동부간선도로,하행,2721
908,1050003700,장한평역,군자교서단,천호대로,상행,554
909,1050003800,군자교서단,장한평역,천호대로,하행,557
910,1050003900,답십리1동,답심리삼거리,전농로,하행,110
911,1050004000,답심리삼거리,답십리1동,전농로,상행,110
912,1050004100,장평교서측,군자교서단,장안벚꽃로,하행,1375
913,1050004200,군자교서단,장평교서측,장안벚꽃로,상행,1378
914,1050004300,장안동사거리,장한평역,장한로,하행,1361
915,1050004400,장한평역,장안동사거리,장한로,상행,1363
916,1050004500,신답역,답심리삼거리,천호대로,상행,725
917,1050004600,답심리삼거리,신답역,천호대로,하행,725
918,1050004900,답십리사거리,답십리1동,전농로,하행,797
919,1050005000,답십리1동,답십리사거리,전농로,상행,805
920,1050005100,신답육교,신답역,사가정로,하행,152
921,1050005200,신답역,신답육교,사가정로,상행,152
922,1050005300,청계한신휴플러스,신답역,천호대로,상행,464
923,1050005400,신답역,청계한신휴플러스,천호대로,하행,466
924,1050005500,서울시설공단,청계9가,청계천로,하행,763
925,1050005600,청계9가,서울시설공단,청계천로,상행,757
926,1050005700,장평교서측,장평교,답십리로,하행,284
927,1050005800,장평교,장평교서측,답십리로,상행,285
928,1050005900,시립동부병원앞,청계9가,무학로,하행,456
929,1050006000,청계9가,시립동부병원앞,무학로,상행,456
930,1050006100,장안동사거리,장평교서측,답십리로,하행,459
931,1050006200,장평교서측,장안동사거리,답십리로,상행,459
932,1050006300,동대문중,신답육교,사가정로,하행,347
933,1050006400,신답육교,동대문중,사가정로,상행,347
934,1050006500,신답초교,청계한신휴플러스,천호대로,상행,170
935,1050006600,청계한신휴플러스,신답초교,천호대로,하행,170
936,1050006900,촬영소사거리,장안동사거리,답십리로,하행,474
937,1050007000,장안동사거리,촬영소사거리,답십리로,상행,474
938,1050007100,답십리사거리,촬영소사거리,답십리로,하행,788
939,1050007200,촬영소사거리,답십리사거리,답십리로,상행,788
940,1050007300,동대문중,답십리사거리,답십리로,하행,480
941,1050007400,답십리사거리,동대문중,답십리로,상행,472
942,1050007500,신답초교,서울시설공단,청계천로,하행,316
943,1050007600,서울시설공단,신답초교,청계천로,상행,344
944,1050007700,르네스병원,청계한신휴플러스,서울시립대로,하행,254
945,1050007800,청계한신휴플러스,르네스병원,서울시립대로,상행,254
946,1050007900,동대문구청,서울시설공단,고산자로,하행,146
947,1050008000,서울시설공단,동대문구청,고산자로,상행,146
948,1050008100,동대문구청,신답초교,천호대로,상행,426
949,1050008200,신답초교,동대문구청,천호대로,하행,427
950,1050008300,신설동역,시립동부병원앞,천호대로,상행,722
951,1050008400,시립동부병원앞,신설동역,천호대로,하행,705
952,1050008500,동대문구청,시립동부병원앞,천호대로,하행,652
953,1050008600,시립동부병원앞,동대문구청,천호대로,상행,652
954,1050008700,전농1동,동대문중,답십리로,하행,505
955,1050008800,동대문중,전농1동,답십리로,상행,505
956,1050008900,전농1동,르네스병원,서울시립대로,하행,285
957,1050009000,르네스병원,전농1동,서울시립대로,상행,285
958,1050009100,전농동사거리,답십리사거리,전농로,하행,516
959,1050009200,답십리사거리,전농동사거리,전농로,상행,516
960,1050009500,장안동삼거리,장안동사거리,장한로,하행,724
961,1050009600,장안동사거리,장안동삼거리,장한로,상행,726
962,1050009700,전농동사거리,동대문중,사가정로,하행,683
963,1050009800,동대문중,전농동사거리,사가정로,상행,682
964,1050009900,배봉초교,촬영소사거리,한천로,하행,678
965,1050010000,촬영소사거리,배봉초교,한천로,상행,680
966,1050010100,용두동사거리,시립동부병원앞,무학로,하행,427
967,1050010200,시립동부병원앞,용두동사거리,무학로,상행,427
968,1050010300,장안지하차도,장평교서측,장안벚꽃로,하행,923
969,1050010400,장평교서측,장안지하차도,장안벚꽃로,상행,928
970,1050010500,경동시장,동대문구청,고산자로,하행,450
971,1050010600,동대문구청,경동시장,고산자로,상행,450
972,1050010700,전농119안전센터,전농1동,답십리로,하행,187
973,1050010800,전농1동,전농119안전센터,답십리로,상행,187
974,1050010900,성바오로병원,전농119안전센터,답십리로,하행,404
975,1050011000,전농119안전센터,성바오로병원,답십리로,상행,399
976,1050011100,배봉초교,전농동사거리,사가정로,하행,943
977,1050011200,전농동사거리,배봉초교,사가정로,상행,942
978,1050011300,장안동삼거리,배봉초교,사가정로,하행,339
979,1050011400,배봉초교,장안동삼거리,사가정로,상행,339
980,1050011500,장안지하차도,장안동삼거리,사가정로,하행,364
981,1050011600,장안동삼거리,장안지하차도,사가정로,상행,365
982,1050011700,서울시립대앞,전농1동,서울시립대로,하행,982
983,1050011800,전농1동,서울시립대앞,서울시립대로,상행,982
984,1050011900,안암오거리,용두동사거리,무학로,하행,552
985,1050012000,용두동사거리,안암오거리,무학로,상행,552
986,1050012100,서울시립대앞,전농동사거리,전농로,하행,754
987,1050012200,전농동사거리,서울시립대앞,전농로,상행,755
988,1050012300,삼일교,제기동역,정릉천동로,하행,528
989,1050012400,제기동역,삼일교,정릉천동로,상행,525
990,1050012500,제기사거리,경동시장,고산자로,하행,529
991,1050012600,경동시장,제기사거리,고산자로,상행,530
992,1050012700,장안교사거리,장안지하차도,사가정로,하행,355
993,1050012800,장안지하차도,장안교사거리,사가정로,상행,352
994,1050012900,휘경여중고,배봉초교,한천로,하행,597
995,1050013000,배봉초교,휘경여중고,한천로,상행,603
996,1050013100,동대문경찰서,청량리역,홍릉로,하행,336
997,1050013200,청량리역,동대문경찰서,홍릉로,상행,336
998,1050013300,전동중교앞,장안지하차도,장안벚꽃로,하행,619
999,1050013400,장안지하차도,전동중교앞,장안벚꽃로,상행,621
1000,1050013500,삼일교,안암오거리,약령시로,상행,555
1001,1050013600,안암오거리,삼일교,약령시로,하행,576
1002,1050013700,제기사거리,삼일교,약령시로,상행,235
1003,1050013800,삼일교,제기사거리,약령시로,하행,235
1004,1050013900,동대문경찰서,제기사거리,약령시로,상행,500
1005,1050014000,제기사거리,동대문경찰서,약령시로,하행,500
1006,1050014100,동대문경찰서,동대문세무서,약령시로,하행,387
1007,1050014200,동대문세무서,동대문경찰서,약령시로,상행,399
1008,1050014300,전동중교앞,휘경여중고,겸재로,하행,373
1009,1050014400,휘경여중고,전동중교앞,겸재로,상행,373
1010,1050014500,떡전교사거리,서울시립대앞,전농로,하행,312
1011,1050014600,서울시립대앞,떡전교사거리,전농로,상행,320
1012,1050014700,제기동한신아파트,삼일교,정릉천동로,하행,426
1013,1050014800,삼일교,제기동한신아파트,정릉천동로,상행,426
1014,1050014900,홍파초교,제기사거리,고산자로,하행,403
1015,1050015000,제기사거리,홍파초교,고산자로,상행,406
1016,1050015100,영휘원,동대문경찰서,홍릉로,하행,414
1017,1050015200,동대문경찰서,영휘원,홍릉로,상행,414
1018,1050015300,제기동한신아파트,고대앞사거리,제기로,하행,370
1019,1050015400,고대앞사거리,제기동한신아파트,제기로,상행,370
1020,1050015500,영휘원,떡전교사거리,제기로,상행,760
1021,1050015600,떡전교사거리,영휘원,제기로,하행,766
1022,1050015700,홍파초교,제기동한신아파트,제기로,하행,124
1023,1050015800,제기동한신아파트,홍파초교,제기로,상행,122
1024,1050015900,영휘원,홍파초교,제기로,하행,415
1025,1050016000,홍파초교,영휘원,제기로,상행,414
1026,1050016100,휘경2동주민센터,휘경여중고,한천로,하행,661
1027,1050016200,휘경여중고,휘경2동주민센터,한천로,상행,655
1028,1050016500,고대앞삼거리,홍파초교,고산자로,하행,405
1029,1050016600,홍파초교,고대앞삼거리,고산자로,상행,402
1030,1050016700,세종대왕기념관,영휘원,홍릉로,하행,522
1031,1050016800,영휘원,세종대왕기념관,홍릉로,상행,519
1032,1050016900,회기역앞,시조사삼거리,이문로,상행,280
1033,1050017000,시조사삼거리,회기역앞,이문로,하행,279
1034,1050017100,회기역(1번출구),회기역앞,회기로,상행,196
1035,1050017500,고려대역교차로,고대앞삼거리,종암로,하행,159
1036,1050017600,고대앞삼거리,고려대역교차로,종암로,상행,157
1037,1050017900,경희대학교앞,회기역앞,회기로,하행,366
1038,1050018000,회기역앞,경희대학교앞,회기로,상행,374
1039,1050018100,이경시장삼거리,휘경2동주민센터,한천로,하행,464
1040,1050018200,휘경2동주민센터,이경시장삼거리,한천로,상행,468
1041,1050018300,국방연구원,고려대역교차로,회기로,상행,254
1042,1050018400,고려대역교차로,국방연구원,회기로,하행,254
1043,1050018500,세종대왕기념관,국방연구원,회기로,상행,289
1044,1050018600,국방연구원,세종대왕기념관,회기로,하행,290
1045,1050018700,경희대학교앞,세종대왕기념관,회기로,상행,880
1046,1050018800,세종대왕기념관,경희대학교앞,회기로,하행,887
1047,1050019500,외국어대,회기역앞,이문로,상행,806
1048,1050019600,회기역앞,외국어대,이문로,하행,808
1049,1050019700,외대앞역,이경시장삼거리,휘경로,상행,364
1050,1050019800,이경시장삼거리,외대앞역,휘경로,하행,364
1051,1050019900,이경지구대,이경시장삼거리,한천로,하행,374
1052,1050020000,이경시장삼거리,이경지구대,한천로,상행,372
1053,1050020100,외국어대,외대앞역,휘경로,상행,437
1054,1050020200,외대앞역,외국어대,휘경로,하행,434
1055,1050020300,월곡역입구,국방연구원,회기로5길,상행,1076
1056,1050020500,이문동삼거리,외국어대,이문로,상행,752
1057,1050020600,외국어대,이문동삼거리,이문로,하행,759
1058,1050020700,신이문역,이경지구대,한천로,하행,866
1059,1050020800,이경지구대,신이문역,한천로,상행,871
1060,1050020900,이화교동단,이경지구대,한천로58길,하행,859
1061,1050021000,이경지구대,이화교동단,한천로58길,상행,850
1062,1050021100,신이문역,이문동삼거리,신이문로,하행,483
1063,1050021200,이문동삼거리,신이문역,신이문로,상행,468
1064,1050021500,석관동새마을금고,이문동삼거리,이문로,상행,430
1065,1050021600,이문동삼거리,석관동새마을금고,이문로,하행,437
1066,1050021700,석관중학교후문,신이문역,한천로66길,하행,289
1067,1050021800,신이문역,석관중학교후문,한천로66길,상행,289
1068,1050021900,석관중학교,신이문역,한천로,하행,279
1069,1050022000,신이문역,석관중학교,한천로,상행,278
1070,1060000100,면목교,장평교,동일로,하행,544
1071,1060000200,장평교,면목교,동일로,상행,548
1072,1060000300,장안교사거리,면목교,동일로,하행,535
1073,1060000400,면목교,장안교사거리,동일로,상행,534
1074,1060000500,면목2동사거리,장안교사거리,동일로,하행,581
1075,1060000600,장안교사거리,면목2동사거리,동일로,상행,581
1076,1060000700,KT중랑지점,면목2동사거리,동일로,하행,518
1077,1060000800,면목2동사거리,KT중랑지점,동일로,상행,518
1078,1060000900,SG타워아파트,KT중랑지점,동일로,하행,202
1079,1060001000,KT중랑지점,SG타워아파트,동일로,상행,202
1080,1060001100,서울시체육회,중랑교동측,망우로,상행,159
1081,1060001200,중랑교동측,서울시체육회,망우로,하행,159
1082,1060001300,동부시장,서울시체육회,망우로,상행,419
1083,1060001400,서울시체육회,동부시장,망우로,하행,419
1084,1060001500,동1로지하차도,SG타워아파트,동일로,하행,208
1085,1060001600,SG타워아파트,동1로지하차도,동일로,상행,208
1086,1060001700,동1로지하차도,동부시장,망우로,상행,284
1087,1060001800,동부시장,동1로지하차도,망우로,하행,284
1088,1060001900,상봉역,동1로지하차도,망우로,상행,487
1089,1060002000,동1로지하차도,상봉역,망우로,하행,487
1090,1060002100,상봉지하차도,상봉역,망우로,상행,238
1091,1060002200,상봉역,상봉지하차도,망우로,하행,238
1092,1060002300,장안중학교,동1로지하차도,동일로,하행,509
1093,1060002400,동1로지하차도,장안중학교,동일로,상행,511
1094,1060002500,망우역,상봉지하차도,망우로,상행,435
1095,1060002600,상봉지하차도,망우역,망우로,하행,435
1096,1060002700,신내지하차도,망우역,망우로,상행,412
1097,1060002800,망우역,신내지하차도,망우로,하행,412
1098,1060002900,망우사거리,신내지하차도,망우로,상행,287
1099,1060003000,신내지하차도,망우사거리,망우로,하행,287
1100,1060003100,망우리고개(서울-구리시계),동부제일병원,망우로,상행,680
1101,1060003200,동부제일병원,망우리고개(서울-구리시계),망우로,하행,680
1102,1060003300,동부제일병원,망우사거리,망우로,상행,704
1103,1060003400,망우사거리,동부제일병원,망우로,하행,700
1104,1060003500,중화역,장안중학교,동일로,하행,225
1105,1060003600,장안중학교,중화역,동일로,상행,225
1106,1060003700,우리은행중화동지점,중화역,동일로,하행,426
1107,1060003800,중화역,우리은행중화동지점,동일로,상행,426
1108,1060003900,능산삼거리,망우사거리,용마산로,상행,949
1109,1060004000,망우사거리,능산삼거리,용마산로,하행,949
1110,1060004100,동부간선도로-일반국도6호선램프,월릉교동측,동부간선도로,상행,2738
1111,1060004200,한국전력동부지점,우리은행중화동지점,동일로,하행,322
1112,1060004300,우리은행중화동지점,한국전력동부지점,동일로,상행,322
1113,1060004400,먹골역,한국전력동부지점,동일로,하행,430
1114,1060004500,한국전력동부지점,먹골역,동일로,상행,430
1115,1060004600,중랑공영차고지,능산삼거리,용마산로,상행,592
1116,1060004700,능산삼거리,중랑공영차고지,용마산로,하행,591
1117,1060005000,묵동극동늘푸른아파트,먹골역,동일로,하행,397
1118,1060005100,먹골역,묵동극동늘푸른아파트,동일로,상행,397
1119,1060005200,신내IC,중랑공영차고지,용마산로,상행,260
1120,1060005300,중랑공영차고지,신내IC,용마산로,하행,255
1121,1060005400,묵동교,묵동극동늘푸른아파트,동일로,하행,120
1122,1060005500,묵동극동늘푸른아파트,묵동교,동일로,상행,120
1123,1060005900,태릉입구역,묵동교,동일로,하행,124
1124,1060006000,묵동교,태릉입구역,동일로,상행,124
1125,1060006300,경춘북로구리시계,신내IC,경춘북로,상행,605
1126,1060006400,신내IC,경춘북로구리시계,경춘북로,하행,602
1127,1060006700,묵동IC(북부간선도로),월롱IC(북부간선도로),북부간선도로,하행,2757
1128,1060006800,월롱IC(북부간선도로),묵동IC(북부간선도로),북부간선도로,상행,2749
1129,1060006900,면곡시장,중곡3동우편취급국,답십리로,하행,250
1130,1060007000,중곡3동우편취급국,면곡시장,답십리로,상행,250
1131,1060007100,장평교,면곡시장,답십리로,하행,298
1132,1060007200,면곡시장,장평교,답십리로,상행,298
1133,1060007300,용마한신아파트,중곡3동우편취급국,용마산로,상행,1294
1134,1060007400,중곡3동우편취급국,용마한신아파트,용마산로,하행,1290
1135,1060007500,사가정역,면곡시장,면목로,상행,1174
1136,1060007600,면곡시장,사가정역,면목로,하행,1172
1137,1060007700,유수지주차장,면목교,면목천로,하행,716
1138,1060007800,면목교,유수지주차장,면목천로,상행,604
1139,1060007900,사가정역,용마한신아파트,사가정로,상행,421
1140,1060008000,용마한신아파트,사가정역,사가정로,하행,420
1141,1060008100,유수지주차장,사가정역,사가정로,상행,455
1142,1060008200,사가정역,유수지주차장,사가정로,하행,455
1143,1060008300,장안교사거리,유수지주차장,사가정로,상행,327
1144,1060008400,유수지주차장,장안교사거리,사가정로,하행,327
1145,1060008500,중화중학교,용마한신아파트,용마산로,상행,603
1146,1060008600,용마한신아파트,중화중학교,용마산로,하행,600
1147,1060008700,면목사거리,유수지주차장,면목천로,하행,735
1148,1060008800,유수지주차장,면목사거리,면목천로,상행,737
1149,1060008900,면목역,사가정역,면목로,상행,865
1150,1060009000,사가정역,면목역,면목로,하행,868
1151,1060009100,중랑초교,면목2동사거리,겸재로,상행,859
1152,1060009200,면목2동사거리,중랑초교,겸재로,하행,840
1153,1060009300,면목사거리,면목2동사거리,겸재로,하행,383
1154,1060009400,면목2동사거리,면목사거리,겸재로,상행,383
1155,1060009500,동원사거리,중화중학교,상봉로,하행,446
1156,1060009600,중화중학교,동원사거리,상봉로,상행,446
1157,1060009700,면목역,면목사거리,겸재로,하행,321
1158,1060009800,면목사거리,면목역,겸재로,상행,321
1159,1060009900,겸재삼거리,중화중학교,용마산로,상행,574
1160,1060010000,중화중학교,겸재삼거리,용마산로,하행,574
1161,1060010100,동원사거리,면목역,겸재로,하행,555
1162,1060010200,면목역,동원사거리,겸재로,상행,555
1163,1060010300,겸재삼거리,동원사거리,겸재로,하행,348
1164,1060010400,동원사거리,겸재삼거리,겸재로,상행,348
1165,1060010500,상봉시장앞,면목사거리,면목천로,하행,586
1166,1060010600,면목사거리,상봉시장앞,면목천로,상행,570
1167,1060010700,KT중랑지점,중랑초교,봉우재로,상행,634
1168,1060010800,중랑초교,KT중랑지점,봉우재로,하행,634
1169,1060010900,상봉시장앞,면목역,면목로,상행,490
1170,1060011000,면목역,상봉시장앞,면목로,하행,490
1171,1060011100,서울시체육회,중랑초교,중랑천로,하행,449
1172,1060011200,중랑초교,서울시체육회,중랑천로,상행,446
1173,1060011300,혜원사거리,동원사거리,상봉로,하행,491
1174,1060011400,동원사거리,혜원사거리,상봉로,상행,491
1175,1060011500,상봉시장앞,KT중랑지점,봉우재로,상행,584
1176,1060011600,KT중랑지점,상봉시장앞,봉우재로,하행,583
1177,1060011900,우림시장,겸재삼거리,용마산로,상행,586
1178,1060012000,겸재삼거리,우림시장,용마산로,하행,586
1179,1060012100,혜원사거리,상봉시장앞,봉우재로,상행,615
1180,1060012200,상봉시장앞,혜원사거리,봉우재로,하행,615
1181,1060012500,상봉역(7호선),상봉시장앞,면목로,상행,213
1182,1060012600,상봉시장앞,상봉역(7호선),면목로,하행,213
1183,1060012900,우림시장,혜원사거리,봉우재로,상행,641
1184,1060013000,혜원사거리,우림시장,봉우재로,하행,626
1185,1060013100,상봉역,상봉역(7호선),면목로,상행,200
1186,1060013200,상봉역(7호선),상봉역,면목로,하행,200
1187,1060013300,망우역,혜원사거리,상봉로,하행,451
1188,1060013400,혜원사거리,망우역,상봉로,상행,451
1189,1060013700,이화교동단,서울시체육회,중랑천로,하행,999
1190,1060013800,서울시체육회,이화교동단,중랑천로,상행,995
1191,1060013900,망우사거리,우림시장,용마산로,상행,492
1192,1060014000,우림시장,망우사거리,용마산로,하행,497
1193,1060014300,봉화삼거리,상봉지하차도,상봉중앙로,하행,659
1194,1060014400,상봉지하차도,봉화삼거리,상봉중앙로,상행,659
1195,1060014500,중화역입구대원사약국,태릉시장,중랑역로,상행,247
1196,1060014600,태릉시장,중화역입구대원사약국,중랑역로,하행,247
1197,1060014700,중화초교,신내지하차도,신내로,상행,424
1198,1060014800,신내지하차도,중화초교,신내로,하행,425
1199,1060014900,중화역입구대원사약국,이화교동단,봉화산로,하행,313
1200,1060015000,이화교동단,중화역입구대원사약국,봉화산로,상행,313
1201,1060015100,중화역,중화역입구대원사약국,봉화산로,하행,153
1202,1060015200,중화역입구대원사약국,중화역,봉화산로,상행,153
1203,1060015300,봉화삼거리,중화역,봉화산로,하행,698
1204,1060015400,중화역,봉화삼거리,봉화산로,상행,703
1205,1060015700,중랑경찰서,중화역입구대원사약국,중랑역로,상행,405
1206,1060015800,중화역입구대원사약국,중랑경찰서,중랑역로,하행,405
1207,1060015900,중랑구청사거리,중화초교,신내로,상행,452
1208,1060016000,중화초교,중랑구청사거리,신내로,하행,450
1209,1060016100,중랑구청사거리,봉화삼거리,봉화산로,하행,845
1210,1060016200,봉화삼거리,중랑구청사거리,봉화산로,상행,845
1211,1060016700,신묵초교,중랑경찰서,중랑역로,상행,322
1212,1060016800,중랑경찰서,신묵초교,중랑역로,하행,322
1213,1060016900,능산삼거리,중랑구청사거리,봉화산로,하행,544
1214,1060017000,중랑구청사거리,능산삼거리,봉화산로,상행,542
1215,1060017300,동성아파트앞,중랑구청사거리,신내로,상행,397
1216,1060017400,중랑구청사거리,동성아파트앞,신내로,하행,394
1217,1060017500,묵동교,이화교동단,중랑천로,하행,1819
1218,1060017600,이화교동단,묵동교,중랑천로,상행,1807
1219,1060017700,먹골역입구,신묵초교,중랑역로,상행,431
1220,1060017800,신묵초교,먹골역입구,중랑역로,하행,431
1221,1060018300,중랑소방서,동성아파트앞,신내로,상행,569
1222,1060018400,동성아파트앞,중랑소방서,신내로,하행,577
1223,1060018500,묵동극동늘푸른아파트,먹골역입구,중랑역로,상행,461
1224,1060018600,먹골역입구,묵동극동늘푸른아파트,중랑역로,하행,445
1225,1060018900,묵동성심의원,먹골역,공릉로,상행,581
1226,1060019000,먹골역,묵동성심의원,공릉로,하행,636
1227,1060019900,봉화환승주차장,중랑소방서,신내로,상행,218
1228,1060020000,중랑소방서,봉화환승주차장,신내로,하행,222
1229,1060020100,묵동성심의원,묵동극동늘푸른아파트,중랑역로,상행,311
1230,1060020200,묵동극동늘푸른아파트,묵동성심의원,중랑역로,하행,311
1231,1060020500,봉화산역,봉화환승주차장,신내로,상행,284
1232,1060020600,봉화환승주차장,봉화산역,신내로,하행,284
1233,1060021100,북부검찰청입구,묵동성심의원,공릉로,상행,235
1234,1060021200,묵동성심의원,북부검찰청입구,공릉로,하행,235
1235,1060021300,두산대림아파트,봉화산역,신내로,상행,284
1236,1060021400,봉화산역,두산대림아파트,신내로,하행,284
1237,1060021500,화랑대역,두산대림아파트,신내로,상행,343
1238,1060021600,두산대림아파트,화랑대역,신내로,하행,341
1239,1070000100,하월곡램프(북부간선도로),종암JC,북부간선도로,하행,1412
1240,1070000200,종암JC,하월곡램프(북부간선도로),북부간선도로,상행,1429
1241,1070000300,정릉램프(내부순환로본선),길음램프(내부순환로),내부순환로,상행,2532
1242,1070000400,길음램프(내부순환로),정릉램프(내부순환로본선),내부순환로,하행,2515
1243,1070000500,길음램프(내부순환로),종암JC,내부순환로,상행,795
1244,1070000600,종암JC,길음램프(내부순환로),내부순환로,하행,809
1245,1070001300,정릉터널동측(내부순환로),정릉램프(내부순환로본선),내부순환로,상행,812
1246,1070001400,정릉램프(내부순환로본선),정릉터널동측(내부순환로),내부순환로,하행,821
1247,1070001500,월롱IC(북부간선도로),하월곡램프(북부간선도로),북부간선도로,하행,1494
1248,1070001600,하월곡램프(북부간선도로),월롱IC(북부간선도로),북부간선도로,상행,1490
1249,1070001900,대광중고교,신설동역,보문로,상행,303
1250,1070002000,신설동역,대광중고교,보문로,하행,304
1251,1070002100,안암2교,대광중고교,안암로,하행,173
1252,1070002200,대광중고교,안암2교,안암로,상행,173
1253,1070002300,안암오거리,안암2교,안암로,하행,573
1254,1070002400,안암2교,안암오거리,안암로,상행,573
1255,1070002500,보문역,대광중고교,보문로,상행,845
1256,1070002600,대광중고교,보문역,보문로,하행,846
1257,1070002700,안암동주민센터,안암2교,인촌로8길,상행,814
1258,1070002800,안암2교,안암동주민센터,인촌로8길,하행,811
1259,1070003200,안암오거리,안암역,인촌로24길,상행,400
1260,1070003300,고대앞사거리,안암오거리,안암로,하행,506
1261,1070003400,안암오거리,고대앞사거리,안암로,상행,507
1262,1070003500,보문역,보문사입구,지봉로,상행,158
1263,1070003600,보문사입구,보문역,지봉로,하행,156
1264,1070003700,안암동주민센터,보문역,인촌로,상행,166
1265,1070003800,보문역,안암동주민센터,인촌로,하행,167
1266,1070004100,안암역,안암동주민센터,인촌로,상행,743
1267,1070004200,안암동주민센터,안암역,인촌로,하행,739
1268,1070004300,고대앞사거리,안암역,인촌로,상행,305
1269,1070004400,안암역,고대앞사거리,인촌로,하행,305
1270,1070004500,경동고교입구,보문역,보문로,상행,320
1271,1070004600,보문역,경동고교입구,보문로,하행,322
1272,1070004700,한성대입구역,성북세무서,삼선교로,하행,440
1273,1070004800,성북세무서,한성대입구역,삼선교로,상행,425
1274,1070004900,보문2교,안암동주민센터,인촌로7길,하행,378
1275,1070005000,안암동주민센터,보문2교,인촌로7길,상행,385
1276,1070005100,고대앞삼거리,고대앞사거리,안암로,하행,494
1277,1070005200,고대앞사거리,고대앞삼거리,안암로,상행,491
1278,1070005500,성북경찰서앞,경동고교입구,보문로,상행,309
1279,1070005600,경동고교입구,성북경찰서앞,보문로,하행,309
1280,1070005700,성북경찰서앞,성북세무서,삼선교로,상행,474
1281,1070005800,성북세무서,성북경찰서앞,삼선교로,하행,474
1282,1070005900,성북경찰서,보문2교,인촌로7길,하행,256
1283,1070006000,보문2교,성북경찰서,인촌로7길,상행,252
1284,1070006300,성북구청입구,한성대입구역,동소문로,하행,722
1285,1070006400,한성대입구역,성북구청입구,동소문로,상행,723
1286,1070006700,성북구청입구,성북경찰서앞,보문로,상행,286
1287,1070006800,성북경찰서앞,성북구청입구,보문로,하행,283
1288,1070007100,성신여대입구역,성북경찰서,동소문로20길,상행,251
1289,1070007200,성북경찰서,성신여대입구역,동소문로20길,하행,251
1290,1070007300,성북파출소,한성대입구역,성북로,하행,855
1291,1070007400,한성대입구역,성북파출소,성북로,상행,866
1292,1070007500,서울사대부고앞,고려대역교차로,종암로,하행,203
1293,1070007600,고려대역교차로,서울사대부고앞,종암로,상행,203
1294,1070007700,성신여대입구역,성북구청입구,동소문로,하행,306
1295,1070007800,성북구청입구,성신여대입구역,동소문로,상행,305
1296,1070008100,성북파출소,성북초교앞,성북로,상행,168
1297,1070008200,성북초교앞,성북파출소,성북로,하행,166
1298,1070008500,미아리고개,성신여대입구역,동소문로,하행,631
1299,1070008600,성신여대입구역,미아리고개,동소문로,상행,641
1300,1070008700,성북동서울아파트,성북초교앞,성북로,하행,919
1301,1070008800,성북초교앞,성북동서울아파트,성북로,상행,910
1302,1070009100,월곡역입구,서울사대부고앞,월곡로,상행,931
1303,1070009200,서울사대부고앞,월곡역입구,월곡로,하행,940
1304,1070009300,미아리고개예술극장,미아리고개,동소문로,하행,156
1305,1070009400,미아리고개,미아리고개예술극장,동소문로,상행,158
1306,1070009500,아리랑고개,성신여대입구역,아리랑로,하행,974
1307,1070009600,성신여대입구역,아리랑고개,아리랑로,상행,964
1308,1070010300,종암사거리,서울사대부고앞,종암로,하행,1203
1309,1070010400,서울사대부고앞,종암사거리,종암로,상행,1205
1310,1070010500,북악골프연습장,성북구민회관입구,북악산로,하행,1310
1311,1070010600,성북구민회관입구,북악골프연습장,북악산로,상행,1295
1312,1070010700,아리랑고개,성북구민회관입구,북악산로,상행,1372
1313,1070010800,성북구민회관입구,아리랑고개,북악산로,하행,1357
1314,1070010900,아리랑고개,미아리고개예술극장,북악산로,하행,777
1315,1070011000,미아리고개예술극장,아리랑고개,북악산로,상행,765
1316,1070011100,길음교,미아리고개예술극장,동소문로,하행,396
1317,1070011200,미아리고개예술극장,길음교,동소문로,상행,394
